user_id,umap_0,umap_1,umap_2,umap_3,umap_4,clst_se_act_chain_weekday_umap5d_size1000_sample200
0062f39f-7cc6-44af-a697-a4e8e4346ab1,10.021206,2.2729733,8.113018,-0.9113562,7.6700583,0
00638cb4-38d0-48e5-a0d3-16831e315b94,8.752805,1.835801,8.954086,-0.9065799,7.601473,0
0064341c-80a5-4e43-af8a-6c4b26f9e0d8,-6.9547544,3.9832797,8.423934,-0.0040294905,6.1625443,-1
00646c5c-295e-497d-ad75-93d16fe5d494,11.379344,6.277783,10.061354,-0.14597179,5.7017307,0
00651afa-5a70-4bdc-ab5a-c7e6d4f31ff2,9.384443,10.091284,9.449086,1.4709853,8.352807,1
00658cc7-230b-49a5-a67a-578403171379,11.280507,6.1241565,9.776053,-0.16475393,5.273915,0
00661fec-93a3-4ecf-ac61-2ed67fa5025f,10.839677,5.506334,9.195063,-0.2324568,4.3743744,0
0067fe06-e863-4bf8-ab09-187ba6b96058,10.787245,7.668705,9.064515,0.8710153,5.2227645,-1
006821db-8e03-4114-af8c-8d4bee512e35,-6.9522743,3.9837837,8.422781,-0.0051653427,6.1588006,-1
0068254b-423b-40cb-aeb9-6c95c3ec5412,10.333208,3.4482856,9.200673,4.5071,6.6337113,0
006873b0-bc33-439a-a6b9-9a57df668fb4,9.807948,2.5353422,10.811374,2.9320695,7.3988056,0
0068f66b-a19e-4c8c-a251-80cbfb11be33,9.285083,2.7327237,7.4561076,-0.9028399,7.731728,0
006b7bca-15ca-4520-ad88-14e7d8a65815,9.867812,3.3125067,10.05757,0.27472797,9.579546,0
006bb73c-f16e-4500-a2ad-6428a79cc494,10.513362,3.6739457,8.420912,-0.70208013,6.9655647,0
006bc7d7-ab5a-4806-ab4a-cf90e94ab27b,10.164631,2.4998412,8.307357,-0.8027835,7.980421,0
006bf1be-5403-4b23-af8e-4fa43c9b01a5,11.33495,6.6982546,9.802026,-0.2511564,5.609674,0
006cd358-fe27-471a-a3cc-b547c11504f3,11.174633,4.6722445,9.090531,0.053635675,5.6915207,0
006d84f8-a44f-433e-a7ff-c03dfc20bf26,10.135431,2.8054047,10.333304,3.5672078,7.6386113,0
006ea81c-1949-462e-a805-33d55f20d1b3,9.589154,2.6175056,8.638929,0.41278037,1.9951391,0
006f3a1f-9011-4a68-a7b1-72b49c3b8691,9.58999,4.4189806,10.063922,-0.89082456,9.320278,0
0070140c-3c0c-42c7-a896-c659983d5987,9.648348,2.6914864,8.775944,-0.5770776,10.68849,0
007115b5-9b5b-4b0a-a9ae-d62719c2cafc,10.642257,1.0480452,10.712831,-1.8297888,6.5086203,0
007202c9-af95-46ad-a3b0-da3723bbd26c,10.602422,2.975395,10.194721,-0.16086568,9.39591,0
007513da-e7a0-43b3-ac9b-3ecf7b7eabec,11.0446005,6.011833,9.667154,-0.5939812,5.334348,0
0075b4f3-d437-464c-a830-989df195d7d1,9.998584,3.3906064,10.170705,-0.06001495,9.636746,0
0075f78f-e765-41ec-a626-4d9022e0ca9d,9.447463,4.829915,9.967073,0.06657181,9.590501,0
00761fbe-b1eb-4b9e-a75d-ad6884cf2cd8,10.239698,0.9699648,10.598462,-1.4152019,6.704698,0
00762d9e-c65a-4bfb-aeb3-151157f3ce5e,10.269003,2.4906168,9.791533,-0.46414328,9.2219715,0
0076ecd4-0f8b-440a-ad8b-0490c2068a99,9.913886,2.4375033,9.008598,3.314287,7.957163,0
0077ce87-8e02-4549-a5b8-f0343c6edec6,9.999645,2.5390751,10.217578,0.009573901,9.561858,0
0077e163-798b-432d-ab7a-3e280920ada4,10.485687,2.4875953,9.34005,4.3626266,7.573704,0
00784f0a-ad8f-44cb-aed8-7be542881840,8.870117,1.6950938,9.867541,-0.025975563,6.9792204,0
007be08a-14bf-4735-a46d-1861772c8e54,9.248295,3.63731,9.920746,-0.9448898,9.029338,0
007bf73a-442c-41ac-af20-46268939ba91,8.546876,2.4490902,8.981898,-0.80350333,8.1694765,0
007c93d8-6113-46b1-a2fa-79e97b43427b,9.949671,9.683628,9.791156,1.5742577,8.338665,1
007d1786-b2a7-43fb-ac30-ad2f734e2f01,9.643337,3.103366,8.106326,-1.0308589,7.4523683,0
007e9063-4814-4265-a3cd-7ade1ab7fad9,10.852732,5.5398483,9.320268,-0.280694,4.6959763,0
007e97f6-d8ab-45c2-a170-432666b91e76,9.430397,4.2539606,9.84304,2.6366427,8.920836,0
007f8faa-846b-450c-a8be-b6cad9b97056,9.685344,3.9263852,8.324903,0.11067108,1.8731031,0
0080ddac-b5c5-4b98-a56f-96fc8175b012,11.426772,5.676285,9.520358,0.04508361,5.0509663,0
0081df1d-0847-4970-a161-9f1602993994,10.10138,1.7902497,9.40453,1.8018639,8.455345,0
0081e84c-8995-456b-a0ad-fde7b4d068a0,8.281777,2.0825412,8.494466,-0.82138884,7.8503075,0
008206de-8420-4f14-a7e8-fa15901fb0a7,9.541078,3.8575377,8.302309,0.22287494,1.6520196,0
00820fff-da0c-4ee9-a9d9-f70abc87d2e5,10.148071,3.3537555,10.107323,4.76186,6.8945975,0
0082b1fe-f650-4684-accf-d102258f4d50,9.419466,4.3345137,9.788326,2.3026252,9.156065,0
0083002a-219b-41f1-ab89-ad945dc400c7,9.20633,2.5576887,7.5106573,-0.7706381,7.7720366,0
00850e8b-389d-4ea1-af05-a3401f124b3a,9.362418,4.80428,9.948434,0.24492478,9.762512,0
008609ac-c711-4393-afcb-2c6644babc1a,9.447952,3.7280297,8.323351,0.3023344,1.5106564,0
00860f4d-1bc0-4729-a2f7-3ff146771763,9.837586,2.8771622,8.642295,-0.96267974,11.103475,0
00861213-3a5e-48be-a8c7-248378cdbc04,9.3796015,4.7242675,9.67924,2.615835,9.249477,0
008664ad-6f7e-4e3f-a9d8-cf0e3f13593b,10.658057,1.0665427,10.865824,-1.7418634,6.4550447,0
00873ab1-2f3b-4cab-a133-506f5a7c358b,8.558483,2.7445805,7.9793243,-0.66145825,7.9385767,0
0087a671-a107-41ad-aca3-80a76519c82e,8.621556,4.7131763,8.897121,1.1998625,9.788272,0
0087d517-f58e-4a2f-aa6d-7afae103bc68,9.452862,3.047572,8.150133,-1.0276268,6.798508,0
0088a4ae-140e-4d2a-acc5-8f3056eba1a6,8.239325,1.5445958,11.102451,-1.1526732,8.771681,0
0088c652-cd89-4634-a5ce-0c93647fa812,9.543834,9.654869,9.666002,1.4956582,8.568505,1
00890503-2013-41fd-a19d-b75d8cf2a7e6,8.755134,2.8177087,7.820455,-0.7458485,7.587289,0
008907e4-6eba-4a1e-a25f-6fd04049d32b,11.049534,4.720311,9.553122,0.041851107,6.540269,0
00891d09-8e6b-4e55-a1b4-11268dc23c4d,10.208499,2.0932226,10.387768,4.171911,7.3431025,0
00891dbd-86b6-4479-ae0e-85bcbed25423,10.359091,3.281653,8.138909,-0.79526824,7.3236294,0
0089889a-1b8a-4ee3-a754-17d12f6e2d34,10.445756,10.949811,9.849594,1.783147,8.326069,1
008a9f29-e0cf-4d5e-a3b1-9155b505fe83,11.3496065,5.444369,9.527292,0.3904097,5.27863,0
008ac3b3-8dd5-4b5d-a073-bf54c2b0d229,9.167595,2.9164324,8.113137,0.07142818,7.781909,0
008b0f8f-2811-4221-a0f1-75d1619268ae,10.245938,3.4383464,8.570199,-1.1567875,10.621747,0
008b182f-b204-4d18-a48f-cbde7b41d222,10.751492,3.2405453,11.116739,6.344607,6.679318,0
008b1d58-77ee-4a45-a072-e6c8afd8dfbb,11.021491,3.7798085,9.796726,3.3365757,7.0403566,0
008cd6fd-fbbb-4184-a59d-cc637ae56f69,9.336915,4.771407,9.636221,2.5441625,9.298233,0
008cf54d-47ce-4007-a656-8881e2226fda,9.135497,2.3292851,9.3407755,-0.72556436,8.753909,0
008e8819-00d6-4503-a2dc-9c0f833a2ae3,10.729741,4.2577686,9.463833,2.8380032,6.606087,0
008fc909-3ed5-40a6-ab0f-70d05aaf36ab,10.167403,4.3195896,8.4983835,-0.21800497,3.790971,0
0090539e-f796-4211-a191-e9ca1e83b7e3,10.302746,4.072338,11.432861,2.5205052,9.338825,0
0091a33d-9422-49e1-a858-cffce4195c76,11.044949,4.5032034,9.760728,2.9663546,6.424449,0
0092d59f-d393-4a3e-a692-03832461e181,8.570334,2.5265203,7.6031175,-0.61300194,7.6277437,0
00930fe9-372c-4b01-a578-fef381fe98b0,10.892177,3.1081638,10.130079,-0.5651346,9.324141,0
00939508-4686-49fb-aa57-6a01e3eccc65,10.684387,2.7522678,10.655807,5.0648785,7.219699,0
0094512e-a2fc-423f-afb2-109561b91afb,11.416851,5.982729,10.2456875,0.29390788,6.0700703,0
00945df3-cbf7-464e-a6dd-c71363b60cab,8.71021,1.8126681,8.1956415,2.179048,8.126341,0
00962c23-28f6-4d6a-a559-454e313cc6d9,9.977083,2.8036175,7.8261104,-0.9711477,7.585723,0
0096afb0-b61b-4cb3-a40f-cf24265f2ff2,10.375876,2.4674213,9.431314,1.6746505,8.758245,0
